date,member_id,attend
2019-07-04,22858,True
2019-07-04,96711,True
2019-07-04,190774,True
2019-07-04,96868,True
2019-07-04,24594,True
2019-07-04,96747,True
2019-07-04,189065,True
2019-07-04,5565,True
2019-07-04,30482,True
2019-07-04,72779,True
2019-07-04,96885,True
2019-07-04,124765,True
2019-07-04,96743,True
2019-07-04,96952,True
2019-07-04,96740,True
2019-07-04,24505,True
2019-07-04,113892,True
2019-07-04,124693,True
2019-07-04,124738,True
2019-07-04,124770,True
2019-07-04,124771,True
2019-07-04,124760,True
2019-07-04,197691,True
2019-07-04,197533,False
2019-07-04,131580,True
2019-07-04,197680,True
2019-07-04,197534,False
2019-07-04,197551,True
2019-07-04,197512,True
2019-07-04,197521,True
2019-07-04,197577,True
2019-07-04,182995,True
2019-07-04,197576,True
2019-07-04,197574,True
2019-07-04,197505,True
2019-07-04,197529,True
2019-07-04,197536,True
2019-07-04,197683,False
2019-07-04,197503,True
2019-07-04,197504,True
2019-07-04,197531,True
2019-07-04,197535,True
2019-07-04,197589,True
2019-07-04,197628,True
2019-07-04,197694,True
2019-07-04,94649,True
2019-07-04,197557,True
2019-07-04,197543,True
2019-07-04,135511,True
2019-07-04,197627,True
2019-07-04,197626,True
2019-07-04,197585,True
2019-07-04,197697,True
2019-07-04,197597,True
2019-07-04,197698,True
2019-07-04,197686,True
2019-07-04,197494,True
2019-07-04,197623,True
2019-07-04,197687,True
2019-07-04,197527,True
2019-07-04,197629,True
2019-07-04,197615,True
2019-07-04,197506,True
2019-07-04,197690,True
2019-07-04,197500,True
2019-07-04,197508,True
2019-07-04,197547,True
2019-07-04,97236,True
2019-07-04,197593,True
2019-07-04,197502,True
2019-07-04,197511,True
2019-07-04,197581,True
2019-07-04,197499,True
2019-07-04,204416,False
2019-07-04,204420,False
2019-07-04,204419,False
2019-07-04,204421,False
2019-07-04,204418,False
2019-07-04,234344,False
2019-07-04,236051,False
2019-07-04,236052,False
2019-07-04,236053,False
2019-07-04,236050,False
2019-07-04,245018,False
2019-07-04,247122,False
2019-07-04,249284,False
2019-07-04,249285,False
2019-07-04,250918,False
2019-07-04,251859,False
2019-07-15,96750,False
2019-07-15,22858,True
2019-07-15,96711,False
2019-07-15,190774,False
2019-07-15,96868,True
2019-07-15,24594,True
2019-07-15,96747,True
2019-07-15,189065,True
2019-07-15,5565,True
2019-07-15,30482,True
2019-07-15,72779,True
2019-07-15,96885,True
2019-07-15,124765,False
2019-07-15,96743,False
2019-07-15,96952,True
2019-07-15,96740,True
2019-07-15,24505,False
2019-07-15,113892,True
2019-07-15,124693,True
2019-07-15,124738,True
2019-07-15,124770,True
2019-07-15,124771,False
2019-07-15,124760,False
2019-07-15,197691,True
2019-07-15,197533,True
2019-07-15,131580,True
2019-07-15,197680,True
2019-07-15,197534,True
2019-07-15,197551,False
2019-07-15,197512,True
2019-07-15,197521,True
2019-07-15,197577,True
2019-07-15,182995,True
2019-07-15,197576,True
2019-07-15,197574,True
2019-07-15,197505,False
2019-07-15,197529,True
2019-07-15,197536,True
2019-07-15,197683,True
2019-07-15,197503,True
2019-07-15,197504,True
2019-07-15,197531,True
2019-07-15,197535,True
2019-07-15,197589,True
2019-07-15,197628,False
2019-07-15,197694,False
2019-07-15,94649,True
2019-07-15,197557,True
2019-07-15,197543,True
2019-07-15,135511,True
2019-07-15,197627,True
2019-07-15,197626,True
2019-07-15,197585,True
2019-07-15,197697,False
2019-07-15,197597,False
2019-07-15,197698,False
2019-07-15,197686,True
2019-07-15,197494,False
2019-07-15,197623,True
2019-07-15,197687,True
2019-07-15,197527,True
2019-07-15,197629,True
2019-07-15,197615,True
2019-07-15,197506,True
2019-07-15,197690,True
2019-07-15,197500,True
2019-07-15,197508,True
2019-07-15,197547,True
2019-07-15,97236,True
2019-07-15,197593,True
2019-07-15,197502,True
2019-07-15,197511,True
2019-07-15,197581,True
2019-07-15,197499,True
2019-07-15,204416,False
2019-07-15,204420,False
2019-07-15,204419,False
2019-07-15,204421,False
2019-07-15,204418,False
2019-07-15,234344,False
2019-07-15,236051,False
2019-07-15,236052,False
2019-07-15,236053,False
2019-07-15,236050,False
2019-07-15,245018,False
2019-07-15,247122,False
2019-07-15,249284,False
2019-07-15,249285,False
2019-07-15,250918,False
2019-07-15,251859,False
2019-07-16,96750,True
2019-07-16,22858,True
2019-07-16,96711,True
2019-07-16,190774,True
2019-07-16,96868,True
2019-07-16,24594,True
2019-07-16,96747,True
2019-07-16,189065,True
2019-07-16,5565,True
2019-07-16,30482,True
2019-07-16,72779,True
2019-07-16,96885,True
2019-07-16,124765,True
2019-07-16,96743,True
2019-07-16,96952,True
2019-07-16,96740,True
2019-07-16,24505,True
2019-07-16,113892,True
2019-07-16,124693,True
2019-07-16,124738,True
2019-07-16,124770,True
2019-07-16,124771,True
2019-07-16,124760,True
2019-07-16,197691,True
2019-07-16,197533,True
2019-07-16,131580,True
2019-07-16,197680,True
2019-07-16,197534,True
2019-07-16,197551,True
2019-07-16,197512,True
2019-07-16,197521,True
2019-07-16,197577,True
2019-07-16,182995,True
2019-07-16,197576,True
2019-07-16,197574,True
2019-07-16,197505,True
2019-07-16,197529,True
2019-07-16,197536,True
2019-07-16,197683,True
2019-07-16,197503,True
2019-07-16,197504,True
2019-07-16,197531,True
2019-07-16,197535,True
2019-07-16,197589,True
2019-07-16,197628,True
2019-07-16,197694,True
2019-07-16,94649,True
2019-07-16,197557,True
2019-07-16,197543,True
2019-07-16,135511,True
2019-07-16,197627,True
2019-07-16,197626,True
2019-07-16,197585,True
2019-07-16,197697,True
2019-07-16,197597,True
2019-07-16,197698,True
2019-07-16,197686,True
2019-07-16,197494,True
2019-07-16,197623,True
2019-07-16,197687,True
2019-07-16,197527,True
2019-07-16,197629,True
2019-07-16,197615,True
2019-07-16,197506,True
2019-07-16,197690,True
2019-07-16,197500,True
2019-07-16,197508,True
2019-07-16,197547,True
2019-07-16,97236,True
2019-07-16,197593,True
2019-07-16,197502,True
2019-07-16,197511,True
2019-07-16,197581,True
2019-07-16,197499,True
2019-07-16,204416,False
2019-07-16,204420,False
2019-07-16,204419,False
2019-07-16,204421,False
2019-07-16,204418,False
2019-07-16,234344,False
2019-07-16,236051,False
2019-07-16,236052,False
2019-07-16,236053,False
2019-07-16,236050,False
2019-07-16,245018,False
2019-07-16,247122,False
2019-07-16,249284,False
2019-07-16,249285,False
2019-07-16,250918,False
2019-07-16,251859,False
2019-07-17,96750,True
2019-07-17,22858,True
2019-07-17,96711,True
2019-07-17,190774,True
2019-07-17,96868,True
2019-07-17,24594,True
2019-07-17,96747,True
2019-07-17,189065,True
2019-07-17,5565,True
2019-07-17,30482,True
2019-07-17,72779,True
2019-07-17,96885,True
2019-07-17,124765,True
2019-07-17,96743,True
2019-07-17,96952,True
2019-07-17,96740,True
2019-07-17,24505,True
2019-07-17,113892,True
2019-07-17,124693,True
2019-07-17,124738,True
2019-07-17,124770,True
2019-07-17,124771,True
2019-07-17,124760,True
2019-07-17,197691,True
2019-07-17,197533,True
2019-07-17,131580,True
2019-07-17,197680,True
2019-07-17,197534,True
2019-07-17,197551,True
2019-07-17,197512,True
2019-07-17,197521,True
2019-07-17,197577,True
2019-07-17,182995,True
2019-07-17,197576,True
2019-07-17,197574,True
2019-07-17,197505,True
2019-07-17,197529,True
2019-07-17,197536,True
2019-07-17,197683,True
2019-07-17,197503,True
2019-07-17,197504,True
2019-07-17,197531,True
2019-07-17,197535,True
2019-07-17,197589,True
2019-07-17,197628,True
2019-07-17,197694,True
2019-07-17,94649,True
2019-07-17,197557,True
2019-07-17,197543,True
2019-07-17,135511,True
2019-07-17,197627,True
2019-07-17,197626,True
2019-07-17,197585,True
2019-07-17,197697,True
2019-07-17,197597,True
2019-07-17,197698,True
2019-07-17,197686,True
2019-07-17,197494,True
2019-07-17,197623,True
2019-07-17,197687,True
2019-07-17,197527,True
2019-07-17,197629,True
2019-07-17,197615,True
2019-07-17,197506,True
2019-07-17,197690,True
2019-07-17,197500,True
2019-07-17,197508,True
2019-07-17,197547,True
2019-07-17,97236,True
2019-07-17,197593,True
2019-07-17,197502,True
2019-07-17,197511,True
2019-07-17,197581,True
2019-07-17,197499,True
2019-07-17,204416,False
2019-07-17,204420,False
2019-07-17,204419,False
2019-07-17,204421,False
2019-07-17,204418,False
2019-07-17,234344,False
2019-07-17,236051,False
2019-07-17,236052,False
2019-07-17,236053,False
2019-07-17,236050,False
2019-07-17,245018,False
2019-07-17,247122,False
2019-07-17,249284,False
2019-07-17,249285,False
2019-07-17,250918,False
2019-07-17,251859,False
2019-07-18,96750,True
2019-07-18,22858,True
2019-07-18,96711,True
2019-07-18,190774,True
2019-07-18,96868,True
2019-07-18,24594,True
2019-07-18,96747,True
2019-07-18,189065,True
2019-07-18,5565,True
2019-07-18,30482,True
2019-07-18,72779,True
2019-07-18,96885,True
2019-07-18,124765,True
2019-07-18,96743,True
2019-07-18,96952,True
2019-07-18,96740,True
2019-07-18,24505,True
2019-07-18,113892,True
2019-07-18,124693,True
2019-07-18,124738,True
2019-07-18,124770,True
2019-07-18,124771,True
2019-07-18,124760,True
2019-07-18,197691,True
2019-07-18,197533,True
2019-07-18,131580,True
2019-07-18,197680,True
2019-07-18,197534,True
2019-07-18,197551,True
2019-07-18,197512,True
2019-07-18,197521,True
2019-07-18,197577,True
2019-07-18,182995,True
2019-07-18,197576,True
2019-07-18,197574,True
2019-07-18,197505,True
2019-07-18,197529,True
2019-07-18,197536,True
2019-07-18,197683,True
2019-07-18,197503,True
2019-07-18,197504,True
2019-07-18,197531,True
2019-07-18,197535,True
2019-07-18,197589,True
2019-07-18,197628,True
2019-07-18,197694,True
2019-07-18,94649,True
2019-07-18,197557,True
2019-07-18,197543,True
2019-07-18,135511,True
2019-07-18,197627,True
2019-07-18,197626,True
2019-07-18,197585,True
2019-07-18,197697,True
2019-07-18,197597,True
2019-07-18,197698,True
2019-07-18,197686,True
2019-07-18,197494,True
2019-07-18,197623,True
2019-07-18,197687,True
2019-07-18,197527,True
2019-07-18,197629,False
2019-07-18,197615,True
2019-07-18,197506,True
2019-07-18,197690,True
2019-07-18,197500,True
2019-07-18,197508,True
2019-07-18,197547,False
2019-07-18,97236,True
2019-07-18,197593,True
2019-07-18,197502,True
2019-07-18,197511,True
2019-07-18,197581,True
2019-07-18,197499,True
2019-07-18,204416,False
2019-07-18,204420,False
2019-07-18,204419,False
2019-07-18,204421,False
2019-07-18,204418,False
2019-07-18,234344,False
2019-07-18,236051,False
2019-07-18,236052,False
2019-07-18,236053,False
2019-07-18,236050,False
2019-07-18,245018,False
2019-07-18,247122,False
2019-07-18,249284,False
2019-07-18,249285,False
2019-07-18,250918,False
2019-07-18,251859,False
2019-09-16,96750,True
2019-09-16,22858,True
2019-09-16,96711,True
2019-09-16,190774,False
2019-09-16,96868,True
2019-09-16,24594,True
2019-09-16,96747,True
2019-09-16,189065,True
2019-09-16,5565,True
2019-09-16,30482,True
2019-09-16,72779,True
2019-09-16,96885,True
2019-09-16,124765,True
2019-09-16,96743,True
2019-09-16,96952,True
2019-09-16,96740,True
2019-09-16,24505,True
2019-09-16,113892,True
2019-09-16,124693,True
2019-09-16,124738,True
2019-09-16,124770,False
2019-09-16,124771,True
2019-09-16,124760,True
2019-09-16,197691,True
2019-09-16,197533,True
2019-09-16,131580,True
2019-09-16,197680,True
2019-09-16,197534,True
2019-09-16,197551,True
2019-09-16,197512,True
2019-09-16,197521,True
2019-09-16,197577,True
2019-09-16,182995,True
2019-09-16,197576,True
2019-09-16,197574,False
2019-09-16,197505,False
2019-09-16,197529,True
2019-09-16,197536,True
2019-09-16,197683,True
2019-09-16,197503,True
2019-09-16,197504,True
2019-09-16,197531,True
2019-09-16,197535,True
2019-09-16,197589,True
2019-09-16,197628,False
2019-09-16,197694,True
2019-09-16,94649,True
2019-09-16,197557,True
2019-09-16,197543,True
2019-09-16,135511,True
2019-09-16,197627,False
2019-09-16,197626,True
2019-09-16,197585,True
2019-09-16,197697,False
2019-09-16,197597,True
2019-09-16,197698,False
2019-09-16,197686,True
2019-09-16,197494,True
2019-09-16,197623,True
2019-09-16,197687,True
2019-09-16,197527,True
2019-09-16,197629,True
2019-09-16,197615,True
2019-09-16,197506,True
2019-09-16,197690,True
2019-09-16,197500,True
2019-09-16,197508,True
2019-09-16,197547,False
2019-09-16,97236,True
2019-09-16,197593,True
2019-09-16,197502,True
2019-09-16,197511,True
2019-09-16,197581,False
2019-09-16,197499,True
2019-09-16,204416,False
2019-09-16,204420,False
2019-09-16,204419,False
2019-09-16,204421,False
2019-09-16,204418,False
2019-09-16,234344,False
2019-09-16,236051,False
2019-09-16,236052,False
2019-09-16,236053,False
2019-09-16,236050,False
2019-09-16,245018,False
2019-09-16,247122,False
2019-09-16,249284,False
2019-09-16,249285,False
2019-09-16,250918,False
2019-09-16,251859,False
2019-09-17,96750,True
2019-09-17,22858,True
2019-09-17,96711,True
2019-09-17,190774,True
2019-09-17,96868,True
2019-09-17,24594,True
2019-09-17,96747,True
2019-09-17,189065,True
2019-09-17,5565,True
2019-09-17,30482,True
2019-09-17,72779,True
2019-09-17,96885,True
2019-09-17,124765,True
2019-09-17,96743,True
2019-09-17,96952,True
2019-09-17,96740,True
2019-09-17,24505,True
2019-09-17,113892,True
2019-09-17,124693,True
2019-09-17,124738,True
2019-09-17,124770,False
2019-09-17,124771,True
2019-09-17,124760,True
2019-09-17,197691,True
2019-09-17,197533,True
2019-09-17,131580,True
2019-09-17,197680,True
2019-09-17,197534,True
2019-09-17,197551,True
2019-09-17,197512,True
2019-09-17,197521,True
2019-09-17,197577,True
2019-09-17,182995,True
2019-09-17,197576,True
2019-09-17,197574,True
2019-09-17,197505,True
2019-09-17,197529,True
2019-09-17,197536,True
2019-09-17,197683,True
2019-09-17,197503,True
2019-09-17,197504,True
2019-09-17,197531,True
2019-09-17,197535,True
2019-09-17,197589,True
2019-09-17,197628,True
2019-09-17,197694,True
2019-09-17,94649,True
2019-09-17,197557,True
2019-09-17,197543,True
2019-09-17,135511,True
2019-09-17,197627,False
2019-09-17,197626,True
2019-09-17,197585,True
2019-09-17,197697,True
2019-09-17,197597,True
2019-09-17,197698,True
2019-09-17,197686,True
2019-09-17,197494,True
2019-09-17,197623,True
2019-09-17,197687,True
2019-09-17,197527,True
2019-09-17,197629,True
2019-09-17,197615,True
2019-09-17,197506,True
2019-09-17,197690,True
2019-09-17,197500,True
2019-09-17,197508,True
2019-09-17,197547,True
2019-09-17,97236,True
2019-09-17,197593,True
2019-09-17,197502,True
2019-09-17,197511,True
2019-09-17,197581,True
2019-09-17,197499,True
2019-09-17,204416,False
2019-09-17,204420,False
2019-09-17,204419,False
2019-09-17,204421,False
2019-09-17,204418,False
2019-09-17,234344,False
2019-09-17,236051,False
2019-09-17,236052,False
2019-09-17,236053,False
2019-09-17,236050,False
2019-09-17,245018,False
2019-09-17,247122,False
2019-09-17,249284,False
2019-09-17,249285,False
2019-09-17,250918,False
2019-09-17,251859,False
2019-09-18,96750,False
2019-09-18,22858,True
2019-09-18,96711,True
2019-09-18,190774,True
2019-09-18,96868,True
2019-09-18,24594,True
2019-09-18,96747,True
2019-09-18,189065,True
2019-09-18,5565,True
2019-09-18,30482,True
2019-09-18,72779,True
2019-09-18,96885,True
2019-09-18,124765,True
2019-09-18,96743,True
2019-09-18,96952,True
2019-09-18,96740,True
2019-09-18,24505,True
2019-09-18,113892,False
2019-09-18,124693,True
2019-09-18,124738,True
2019-09-18,124770,True
2019-09-18,124771,True
2019-09-18,124760,True
2019-09-18,197691,True
2019-09-18,197533,True
2019-09-18,131580,True
2019-09-18,197680,True
2019-09-18,197534,True
2019-09-18,197551,True
2019-09-18,197512,True
2019-09-18,197521,True
2019-09-18,197577,True
2019-09-18,182995,True
2019-09-18,197576,True
2019-09-18,197574,True
2019-09-18,197505,True
2019-09-18,197529,True
2019-09-18,197536,True
2019-09-18,197683,True
2019-09-18,197503,True
2019-09-18,197504,True
2019-09-18,197531,True
2019-09-18,197535,True
2019-09-18,197589,True
2019-09-18,197628,True
2019-09-18,197694,True
2019-09-18,94649,True
2019-09-18,197557,True
2019-09-18,197543,True
2019-09-18,135511,True
2019-09-18,197627,True
2019-09-18,197626,True
2019-09-18,197585,True
2019-09-18,197697,True
2019-09-18,197597,True
2019-09-18,197698,True
2019-09-18,197686,True
2019-09-18,197494,True
2019-09-18,197623,True
2019-09-18,197687,True
2019-09-18,197527,True
2019-09-18,197629,True
2019-09-18,197615,True
2019-09-18,197506,True
2019-09-18,197690,True
2019-09-18,197500,True
2019-09-18,197508,True
2019-09-18,197547,True
2019-09-18,97236,True
2019-09-18,197593,True
2019-09-18,197502,True
2019-09-18,197511,True
2019-09-18,197581,True
2019-09-18,197499,True
2019-09-18,204416,False
2019-09-18,204420,False
2019-09-18,204419,False
2019-09-18,204421,False
2019-09-18,204418,False
2019-09-18,234344,False
2019-09-18,236051,False
2019-09-18,236052,False
2019-09-18,236053,False
2019-09-18,236050,False
2019-09-18,245018,False
2019-09-18,247122,False
2019-09-18,249284,False
2019-09-18,249285,False
2019-09-18,250918,False
2019-09-18,251859,False
2019-09-19,96750,True
2019-09-19,22858,True
2019-09-19,96711,True
2019-09-19,190774,True
2019-09-19,96868,True
2019-09-19,24594,True
2019-09-19,96747,True
2019-09-19,189065,True
2019-09-19,5565,True
2019-09-19,30482,True
2019-09-19,72779,True
2019-09-19,96885,True
2019-09-19,124765,False
2019-09-19,96743,True
2019-09-19,96952,True
2019-09-19,96740,False
2019-09-19,24505,True
2019-09-19,113892,True
2019-09-19,124693,True
2019-09-19,124738,True
2019-09-19,124770,True
2019-09-19,124771,True
2019-09-19,124760,True
2019-09-19,197691,True
2019-09-19,197533,True
2019-09-19,131580,True
2019-09-19,197680,True
2019-09-19,197534,True
2019-09-19,197551,True
2019-09-19,197512,True
2019-09-19,197521,False
2019-09-19,197577,True
2019-09-19,182995,True
2019-09-19,197576,True
2019-09-19,197574,True
2019-09-19,197505,False
2019-09-19,197529,True
2019-09-19,197536,True
2019-09-19,197683,True
2019-09-19,197503,True
2019-09-19,197504,True
2019-09-19,197531,True
2019-09-19,197535,True
2019-09-19,197589,True
2019-09-19,197628,False
2019-09-19,197694,True
2019-09-19,94649,True
2019-09-19,197557,True
2019-09-19,197543,True
2019-09-19,135511,True
2019-09-19,197627,True
2019-09-19,197626,True
2019-09-19,197585,True
2019-09-19,197697,True
2019-09-19,197597,True
2019-09-19,197698,True
2019-09-19,197686,True
2019-09-19,197494,False
2019-09-19,197623,True
2019-09-19,197687,True
2019-09-19,197527,True
2019-09-19,197629,True
2019-09-19,197615,True
2019-09-19,197506,True
2019-09-19,197690,True
2019-09-19,197500,True
2019-09-19,197508,True
2019-09-19,197547,True
2019-09-19,97236,False
2019-09-19,197593,True
2019-09-19,197502,True
2019-09-19,197511,True
2019-09-19,197581,True
2019-09-19,197499,True
2019-09-19,204416,False
2019-09-19,204420,False
2019-09-19,204419,False
2019-09-19,204421,False
2019-09-19,204418,False
2019-09-19,234344,False
2019-09-19,236051,False
2019-09-19,236052,False
2019-09-19,236053,False
2019-09-19,236050,False
2019-09-19,245018,False
2019-09-19,247122,False
2019-09-19,249284,False
2019-09-19,249285,False
2019-09-19,250918,False
2019-09-19,251859,False
2019-10-09,96750,True
2019-10-09,22858,True
2019-10-09,96711,True
2019-10-09,190774,True
2019-10-09,96868,True
2019-10-09,24594,True
2019-10-09,96747,True
2019-10-09,189065,True
2019-10-09,5565,True
2019-10-09,30482,True
2019-10-09,72779,True
2019-10-09,96885,True
2019-10-09,124765,True
2019-10-09,96743,True
2019-10-09,96952,True
2019-10-09,96740,True
2019-10-09,24505,False
2019-10-09,113892,True
2019-10-09,124693,True
2019-10-09,124738,True
2019-10-09,124770,True
2019-10-09,124771,True
2019-10-09,124760,True
2019-10-09,197691,True
2019-10-09,197533,True
2019-10-09,131580,True
2019-10-09,197680,True
2019-10-09,197534,True
2019-10-09,197551,True
2019-10-09,197512,False
2019-10-09,197521,True
2019-10-09,197577,True
2019-10-09,182995,True
2019-10-09,197576,True
2019-10-09,197574,False
2019-10-09,197505,True
2019-10-09,197529,True
2019-10-09,197536,True
2019-10-09,197683,False
2019-10-09,197503,False
2019-10-09,197504,True
2019-10-09,197531,True
2019-10-09,197535,False
2019-10-09,197589,True
2019-10-09,197628,True
2019-10-09,197694,False
2019-10-09,94649,True
2019-10-09,197557,True
2019-10-09,197543,True
2019-10-09,135511,True
2019-10-09,197627,True
2019-10-09,197626,False
2019-10-09,197585,True
2019-10-09,197697,True
2019-10-09,197597,True
2019-10-09,197698,False
2019-10-09,197686,True
2019-10-09,197494,True
2019-10-09,197623,True
2019-10-09,197687,False
2019-10-09,197527,True
2019-10-09,197629,False
2019-10-09,197615,True
2019-10-09,197506,True
2019-10-09,197690,False
2019-10-09,197500,True
2019-10-09,197508,True
2019-10-09,197547,True
2019-10-09,97236,True
2019-10-09,197593,False
2019-10-09,197502,False
2019-10-09,197511,True
2019-10-09,197581,True
2019-10-09,197499,True
2019-10-09,204416,False
2019-10-09,204420,False
2019-10-09,204419,False
2019-10-09,204421,False
2019-10-09,204418,False
2019-10-09,234344,False
2019-10-09,236051,False
2019-10-09,236052,False
2019-10-09,236053,False
2019-10-09,236050,False
2019-10-09,245018,False
2019-10-09,247122,False
2019-10-09,249284,False
2019-10-09,249285,False
2019-10-09,250918,False
2019-10-09,251859,False
2019-10-10,96750,True
2019-10-10,22858,False
2019-10-10,96711,True
2019-10-10,190774,True
2019-10-10,96868,True
2019-10-10,24594,True
2019-10-10,96747,True
2019-10-10,189065,True
2019-10-10,5565,True
2019-10-10,30482,True
2019-10-10,72779,True
2019-10-10,96885,True
2019-10-10,124765,False
2019-10-10,96743,True
2019-10-10,96952,True
2019-10-10,96740,True
2019-10-10,24505,True
2019-10-10,113892,True
2019-10-10,124693,True
2019-10-10,124738,True
2019-10-10,124770,True
2019-10-10,124771,True
2019-10-10,124760,True
2019-10-10,197691,True
2019-10-10,197533,True
2019-10-10,131580,True
2019-10-10,197680,False
2019-10-10,197534,True
2019-10-10,197551,True
2019-10-10,197512,True
2019-10-10,197521,True
2019-10-10,197577,True
2019-10-10,182995,True
2019-10-10,197576,False
2019-10-10,197574,True
2019-10-10,197505,True
2019-10-10,197529,True
2019-10-10,197536,True
2019-10-10,197683,False
2019-10-10,197503,True
2019-10-10,197504,True
2019-10-10,197531,True
2019-10-10,197535,False
2019-10-10,197589,True
2019-10-10,197628,True
2019-10-10,197694,True
2019-10-10,94649,True
2019-10-10,197557,True
2019-10-10,197543,True
2019-10-10,135511,True
2019-10-10,197627,True
2019-10-10,197626,False
2019-10-10,197585,True
2019-10-10,197697,True
2019-10-10,197597,True
2019-10-10,197698,True
2019-10-10,197686,False
2019-10-10,197494,True
2019-10-10,197623,True
2019-10-10,197687,True
2019-10-10,197527,True
2019-10-10,197629,False
2019-10-10,197615,True
2019-10-10,197506,True
2019-10-10,197690,True
2019-10-10,197500,True
2019-10-10,197508,True
2019-10-10,197547,True
2019-10-10,97236,False
2019-10-10,197593,False
2019-10-10,197502,False
2019-10-10,197511,False
2019-10-10,197581,True
2019-10-10,197499,True
2019-10-10,204416,False
2019-10-10,204420,False
2019-10-10,204419,False
2019-10-10,204421,False
2019-10-10,204418,False
2019-10-10,234344,False
2019-10-10,236051,False
2019-10-10,236052,False
2019-10-10,236053,False
2019-10-10,236050,False
2019-10-10,245018,False
2019-10-10,247122,False
2019-10-10,249284,False
2019-10-10,249285,False
2019-10-10,250918,False
2019-10-10,251859,False
2019-10-21,96750,True
2019-10-21,22858,True
2019-10-21,96711,False
2019-10-21,190774,False
2019-10-21,96868,True
2019-10-21,24594,True
2019-10-21,96747,True
2019-10-21,189065,True
2019-10-21,5565,True
2019-10-21,30482,True
2019-10-21,72779,True
2019-10-21,96885,True
2019-10-21,124765,True
2019-10-21,96743,True
2019-10-21,96952,True
2019-10-21,96740,True
2019-10-21,24505,True
2019-10-21,113892,True
2019-10-21,124693,True
2019-10-21,124738,True
2019-10-21,124770,True
2019-10-21,124771,True
2019-10-21,124760,True
2019-10-21,197691,True
2019-10-21,197533,True
2019-10-21,131580,True
2019-10-21,197680,False
2019-10-21,197534,True
2019-10-21,197551,False
2019-10-21,197512,False
2019-10-21,197521,True
2019-10-21,197577,True
2019-10-21,182995,True
2019-10-21,197576,True
2019-10-21,197574,True
2019-10-21,197505,True
2019-10-21,197529,True
2019-10-21,197536,True
2019-10-21,197683,True
2019-10-21,197503,True
2019-10-21,197504,True
2019-10-21,197531,True
2019-10-21,197535,True
2019-10-21,197589,True
2019-10-21,197628,True
2019-10-21,197694,True
2019-10-21,94649,True
2019-10-21,197557,True
2019-10-21,197543,True
2019-10-21,135511,True
2019-10-21,197627,True
2019-10-21,197626,True
2019-10-21,197585,False
2019-10-21,197697,True
2019-10-21,197597,True
2019-10-21,197698,True
2019-10-21,197686,True
2019-10-21,197494,True
2019-10-21,197623,True
2019-10-21,197687,True
2019-10-21,197527,True
2019-10-21,197629,False
2019-10-21,197615,True
2019-10-21,197506,True
2019-10-21,197690,True
2019-10-21,197500,True
2019-10-21,197508,True
2019-10-21,197547,True
2019-10-21,97236,True
2019-10-21,197593,True
2019-10-21,197502,True
2019-10-21,197511,True
2019-10-21,197581,True
2019-10-21,197499,True
2019-10-21,204416,False
2019-10-21,204420,False
2019-10-21,204419,False
2019-10-21,204421,False
2019-10-21,204418,False
2019-10-21,234344,False
2019-10-21,236051,False
2019-10-21,236052,False
2019-10-21,236053,False
2019-10-21,236050,False
2019-10-21,245018,False
